,Property Address,Property City,Sale Price,Latitude,Longitude,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
241,1318   CARDINAL  AVE,NASHVILLE,$499.0k,36.2188161,-86.7150515,,,,,,20,13,4,13,20
242,1317   GREENLAND  AVE,NASHVILLE,$125.0k,36.2186832,-86.715185,,,,,,20,13,4,13,20
243,3325  KINGS  LN,NASHVILLE,$211.0k,36.2185207,-86.8349174,,,,,,19,4,4,6,5
244,3325  KINGS  LN,NASHVILLE,$180.0k,36.2185207,-86.8349174,,,,,,19,4,4,6,5
245,312  GRIFFIN  PL,HERMITAGE,$287.0k,36.2183746,-86.59434,,,,,,20,7,2,11,12
246,3328  BROME  LN,NASHVILLE,$440.0k,36.2181566,-86.8641549,,,,,,7,2,2,2,2
247,3808   HUTSON  AVE,NASHVILLE,$475.0k,36.2179737,-86.7415912,,,,,,20,17,5,13,20
248,2738  COMBS  DR,NASHVILLE,$307.0k,36.2179605,-86.7930587,,,,,,20,12,6,13,20
249,729  RINGGOLD  DR,NASHVILLE,$265.0k,36.2178095,-86.8128352,,,,,,20,7,4,5,20
250,4333  EATONS CREEK  RD,NASHVILLE,$415.0k,36.21768,-86.86633,,,,,,7,2,2,2,2
251,2801  DICKERSON  PIKE,NASHVILLE,$660.0k,36.2174341,-86.762397,,,,,,20,15,4,17,20
252,3825  BURRUS  ST,NASHVILLE,$330.0k,36.217104,-86.7330128,,,,,,20,17,6,12,20
253,1219  ARDEE  AVE,NASHVILLE,$297.0k,36.2170625,-86.722166,,,,,,20,14,5,12,20
254,765  JAYWOOD  DR,OLD HICKORY,$299.0k,36.2170412,-86.6311318,,,,,,20,6,2,10,13
255,1213  NORVEL  AVE,NASHVILLE,$300.0k,36.2170406,-86.7260177,,,,,,20,14,5,12,20
256,777  JAYWOOD  DR,OLD HICKORY,$366.8k,36.216887,-86.6317919,,,,,,20,6,2,10,13
257,1333  MCALPINE  AVE,NASHVILLE,$281.1k,36.2161187,-86.7155232,,,,,,20,13,4,12,20
258,797  GILLOCK  ST,NASHVILLE,$499.9k,36.2159856,-86.7354883,,,,,,20,17,5,12,20
259,1461  AARONWOOD  DR,OLD HICKORY,$379.0k,36.2158288,-86.6272946,,,,,,20,6,2,13,13
260,100  CHITWOOD  CT,OLD HICKORY,$380.0k,36.2157699,-86.6250674,,,,,,20,6,2,13,13
261,2841  OLD MATTHEWS  RD,NASHVILLE,$285.7k,36.2154522,-86.7950799,,,,,,20,11,6,7,20
262,1437  AARONWOOD  DR,OLD HICKORY,$343.0k,36.2152103,-86.6263017,,,,,,20,6,2,13,13
263,636  REHNEA  DR,OLD HICKORY,$315.0k,36.2143871,-86.5837955,,,,,,20,7,2,11,12
264,3905  TUCKER  RD,NASHVILLE,$187.5k,36.21364,-86.8263307,,,,,,20,5,4,7,12
265,4017  MEADOW  RD,NASHVILLE,$266.0k,36.2135353,-86.8402109,,,,,,20,4,4,5,8
266,520  RALIEGH  DR,HERMITAGE,$709.5k,36.2135345,-86.5904456,,,,,,20,7,2,12,12
267,517  RALIEGH  DR,HERMITAGE,$709.5k,36.2130807,-86.5898474,,,,,,20,7,2,12,12
268,528  RALIEGH  DR,HERMITAGE,$709.5k,36.2130117,-86.5903992,,,,,,20,7,2,12,12
269,504  YOKLEY  RD,NASHVILLE,$250.0k,36.2123676,-86.789801,,,,,,20,15,7,12,20
270,1429  ARDEE  AVE,NASHVILLE,$398.0k,36.2122952,-86.7150908,,,,,,20,13,4,13,20
271,104   DUELER  DR,HERMITAGE,$374.5k,36.2121564,-86.5834035,,,,,,20,7,2,12,12
272,1452  MCALPINE  AVE,NASHVILLE,$440.0k,36.2118152,-86.7125907,,,,,,20,13,4,8,20
273,4544  ANDREW JACKSON  PKWY,HERMITAGE,$317.0k,36.2117787,-86.5991867,,,,,,20,7,2,12,13
274,525  FRANKFORT  DR,HERMITAGE,$334.0k,36.2113483,-86.5959556,,,,,,20,7,2,12,13
275,2812  STOKERS  LN N,NASHVILLE,$364.0k,36.2109264,-86.8128156,,,,,,20,8,5,20,20
276,2529  SLAYDON  DR,NASHVILLE,$350.0k,36.2108891,-86.7521459,,,,,,20,15,5,14,20
277,173  BROOKE CASTLE  DR,HERMITAGE,$174.0k,36.2101491,-86.5903206,,,,,,20,7,2,12,13
278,1263  N AVONDALE  CIR,NASHVILLE,$490.0k,36.2100379,-86.7803017,,,,,,20,17,6,17,20
279,3516  GOLF  ST,NASHVILLE,$400.0k,36.2097453,-86.7225198,,,,,,20,12,5,12,20
280,4004  ENCHANTED  WAY,NASHVILLE,$290.0k,36.2093567,-86.8620843,,,,,,12,2,3,2,3
281,0  BRICK CHURCH  PIKE,NASHVILLE,$500.0k,36.21103,-86.778897,,,,,,20,17,7,17,20
282,3718  INGLEWOOD  CIR S,NASHVILLE,$545.0k,36.2084038,-86.7199257,,,,,,20,11,5,12,20
283,5005  ROWENA  DR,HERMITAGE,$260.0k,36.2083663,-86.5850639,,,,,,20,7,2,12,13
284,2042  OAKWOOD  AVE,NASHVILLE,$325.0k,36.2083028,-86.7524246,,,,,,20,14,6,15,20
285,4409  JUNEAU  DR,HERMITAGE,$300.2k,36.2079053,-86.6067317,,,,,,20,8,2,12,13
286,4409  JUNEAU  DR,HERMITAGE,$314.0k,36.2079053,-86.6067317,,,,,,20,8,2,12,13
287,639  DENVER  DR,HERMITAGE,$375.0k,36.2078735,-86.5988715,,,,,,20,7,2,12,13
288,338  QUEEN  AVE,NASHVILLE,$615.0k,36.2076403,-86.7596675,,,,,,20,16,6,15,20
289,209 B  DUKE  ST,NASHVILLE,$445.0k,36.2076086,-86.7647729,,,,,,20,17,6,16,20
290,524  NORTON  AVE,NASHVILLE,$390.0k,36.2069963,-86.7546402,,,,,,20,16,6,15,20
291,3819  MOSS ROSE  DR,NASHVILLE,$516.5k,36.2069637,-86.7013697,,,,,,20,11,4,6,20
292,7025  BONNAMERE  DR,HERMITAGE,$300.0k,36.2069349,-86.6362112,,,,,,20,7,3,16,15
293,209  PRINCE  AVE,NASHVILLE,$615.0k,36.2068185,-86.7652485,,,,,,20,18,6,16,20
294,377  MONACO  DR,HERMITAGE,$209.9k,36.206764,-86.613684,,,,,,20,8,2,13,13
295,2908  SHADOW  LN,NASHVILLE,$407.5k,36.2066322,-86.7031784,,,,,,20,11,5,6,20
296,210  BONNACLIFF  CT,HERMITAGE,$440.0k,36.206447,-86.6308956,,,,,,20,7,2,16,12
297,500  WESLEY  AVE,NASHVILLE,$315.0k,36.205901,-86.7572128,,,,,,20,17,6,15,20
298,4258  SWEDEN  DR,HERMITAGE,$290.0k,36.2058189,-86.6179683,,,,,,20,8,2,14,13
299,401  RACHELS  CT W,HERMITAGE,$195.0k,36.2056243,-86.6047579,,,,,,20,7,2,12,13
300,705  RACHELS  TRL,HERMITAGE,$211.5k,36.2054241,-86.6054018,,,,,,20,7,2,12,13
301,916 A THOMAS  AVE,NASHVILLE,$424.9k,36.2052875,-86.7426588,,,,,,20,14,4,14,20
302,4828  LEESA ANN  LN,HERMITAGE,$265.0k,36.2050973,-86.587601,,,,,,20,7,2,12,13
303,1721  LUTON  ST,NASHVILLE,$235.0k,36.2048548,-86.7671094,,,,,,20,19,8,19,20
304,696  BELGIUM  DR,HERMITAGE,$251.1k,36.2045187,-86.5970589,,,,,,20,7,2,12,13
305,1112 B  MCGAVOCK  PIKE,NASHVILLE,$549.9k,36.2043625,-86.7364611,,,,,,20,13,5,13,20
306,904  COINTREAU  DR,HERMITAGE,$355.0k,36.2042747,-86.6004082,,,,,,20,7,2,12,13
307,318  BONNAHURST  DR,HERMITAGE,$260.0k,36.2039349,-86.630423,,,,,,20,7,2,17,16
308,2211  BERRYWOOD  RD,NASHVILLE,$420.0k,36.203824,-86.7119852,,,,,,20,12,6,6,20
309,530   EDWIN  ST,NASHVILLE,$459.3k,36.2034351,-86.7550335,,,,,,20,18,6,15,20
310,530   EDWIN  ST,NASHVILLE,$459.5k,36.2034351,-86.7550335,,,,,,20,18,6,15,20
311,530   EDWIN  ST,NASHVILLE,$448.6k,36.2034351,-86.7550335,,,,,,20,18,6,15,20
312,2400   LLOYD  AVE,NASHVILLE,$315.0k,36.2033332,-86.8309183,,,,,,20,7,5,20,20
313,1124 B  LELAND  AVE,NASHVILLE,$445.0k,36.2033263,-86.7357802,,,,,,20,12,5,13,20
314,2108  GENEIVA  DR,NASHVILLE,$370.0k,36.2032927,-86.7204366,,,,,,20,11,5,5,20
315,2104  GENEIVA  DR,NASHVILLE,$369.9k,36.2032363,-86.7199257,,,,,,20,11,6,5,20
316,4309  ANDREW JACKSON  PKWY,HERMITAGE,$325.0k,36.2031336,-86.606521,,,,,,20,7,2,13,13
317,2607   ALPINE PARK  AVE,NASHVILLE,$501.0k,36.2030252,-86.8282977,,,,,,20,7,5,20,20
318,2613   ALPINE PARK  AVE,NASHVILLE,$430.0k,36.203006,-86.8282778,,,,,,20,7,5,20,20
319,2909  DAVIS  AVE,NASHVILLE,$550.0k,36.2029005,-86.7371386,,,,,,20,12,5,13,20
320,1717  HANOVER  RD,NASHVILLE,$417.9k,36.2027822,-86.720358,,,,,,20,11,6,5,20
321,3724  MOSS ROSE  DR,NASHVILLE,$375.0k,36.2025645,-86.6977324,,,,,,20,9,4,6,20
322,2909  BRANCH  CT,NASHVILLE,$375.0k,36.2025227,-86.7263714,,,,,,20,10,5,3,20
323,2909 A  BRANCH  CT,NASHVILLE,$375.0k,36.2025227,-86.7263714,,,,,,20,10,5,3,20
324,2909 B  BRANCH  CT,NASHVILLE,$375.0k,36.2025227,-86.7263714,,,,,,20,10,5,3,20
325,1414  HUFFINE  ST,NASHVILLE,$650.0k,36.2024818,-86.7310873,,,,,,20,11,5,6,20
326,905  SPAIN  AVE,NASHVILLE,$250.0k,36.2022996,-86.7462143,,,,,,20,14,5,12,20
327,8416  TERRY  LN,HERMITAGE,$337.0k,36.2020654,-86.6106515,,,,,,20,7,2,13,13
328,902   SPAIN  AVE,NASHVILLE,$603.6k,36.2019279,-86.7465679,,,,,,20,14,5,12,20
329,1818  JOY  CIR,NASHVILLE,$505.0k,36.2018246,-86.7607672,,,,,,20,19,6,17,20
330,2100  STRATFORD  AVE,NASHVILLE,$310.0k,36.2015397,-86.7167418,,,,,,20,11,6,6,20
331,8310  LUREE  LN,HERMITAGE,$330.0k,36.2014826,-86.6153774,,,,,,20,7,2,15,13
332,2838  BRONTE  AVE,NASHVILLE,$270.0k,36.2014291,-86.7358875,,,,,,20,12,5,9,20
333,146  PIEDMONT  AVE,NASHVILLE,$430.0k,36.2013704,-86.719847,,,,,,20,10,6,6,20
334,2533  MCGINNIS  DR,NASHVILLE,$499.1k,36.2013067,-86.6989711,,,,,,20,10,5,6,20
335,2419  MCGINNIS  DR,NASHVILLE,$345.0k,36.2011303,-86.7018023,,,,,,20,10,5,6,20
336,2309  SCOTT  AVE,NASHVILLE,$585.0k,36.2010801,-86.732502,,,,,,20,11,5,5,20
337,2308 A  SCOTT  AVE,NASHVILLE,$517.0k,36.2010749,-86.7331923,,,,,,20,11,5,5,20
338,334  MARSHALL  ST,NASHVILLE,$385.0k,36.2010659,-86.763261,,,,,,20,20,7,17,20
339,2432  RIDGELAND  DR,NASHVILLE,$390.0k,36.2010642,-86.6778896,,,,,,20,6,3,5,20
340,1140   HARMONY  WAY,NASHVILLE,$549.9k,36.2009948,-86.7535858,,,,,,20,18,6,14,20
341,1036  BURCHWOOD  AVE,NASHVILLE,$600.0k,36.2009725,-86.7408073,,,,,,20,13,5,11,20
342,1002  SPAIN  AVE,NASHVILLE,$430.0k,36.2007752,-86.7431107,,,,,,20,13,5,11,20
343,2504  MCGINNIS  DR,NASHVILLE,$375.0k,36.2005418,-86.7011928,,,,,,20,10,5,6,20
344,337  PULLEN  AVE,NASHVILLE,$389.9k,36.2004481,-86.7631918,,,,,,20,19,7,17,20
345,2170 B ROCK CITY  ST,NASHVILLE,$363.0k,36.2002561,-86.7281073,,,,,,20,10,5,3,20
346,2300  DUNDEE  LN,NASHVILLE,$356.0k,36.2002172,-86.6840262,,,,,,20,6,4,5,20
347,2170 A ROCK CITY  ST,NASHVILLE,$368.0k,36.2001879,-86.7281169,,,,,,20,10,5,3,20
348,1703  LITTON  AVE,NASHVILLE,$405.0k,36.2000176,-86.7219292,,,,,,20,9,6,5,20
349,5005  BONNALYNN  DR,HERMITAGE,$286.0k,36.1997576,-86.632684,,,,,,20,7,2,18,18
350,3908  BONNAVISTA  DR,HERMITAGE,$298.5k,36.1995486,-86.6296476,,,,,,20,7,2,18,17
351,232  BONNALYNN  DR,HERMITAGE,$305.0k,36.1995232,-86.6285644,,,,,,20,7,2,17,17
352,5002  BONNAVISTA  DR,HERMITAGE,$290.0k,36.1994609,-86.6340063,,,,,,20,7,3,18,18
353,3106   CURTIS  ST,NASHVILLE,$306.9k,36.1990617,-86.8278585,,,,,,20,8,6,20,20
354,695  MERCER  DR,HERMITAGE,$185.3k,36.1988871,-86.6006993,,,,,,20,7,2,13,13
355,1118  DELMAS  AVE,NASHVILLE,$480.0k,36.198845,-86.7391032,,,,,,20,11,6,6,20
356,1124  RICHARD LEE  CIR,HERMITAGE,$268.9k,36.1987562,-86.5984775,,,,,,20,7,2,13,13
357,918  WARD  ST,NASHVILLE,$415.1k,36.1977132,-86.7528333,,,,,,20,17,6,11,20
358,3006   MARTHA  AVE,NASHVILLE,$160.0k,36.1975253,-86.7457387,,,,,,20,17,5,8,20
359,1406  LISCHEY  AVE,NASHVILLE,$495.0k,36.1973286,-86.7629075,,,,,,20,18,9,16,20
360,1241  ANDREW DONELSON  DR,HERMITAGE,$390.0k,36.1971646,-86.6050967,,,,,,20,7,2,13,13
361,800  BLUE RIDGE  DR,NASHVILLE,$749.9k,36.1971167,-86.7566237,,,,,,20,17,7,15,20
362,1620  PORTER  AVE,NASHVILLE,$385.0k,36.1969385,-86.7243081,,,,,,20,10,6,5,20
363,1253  ANDREW DONELSON  DR,HERMITAGE,$362.5k,36.1967098,-86.6054907,,,,,,20,7,2,13,14
364,1616   EMERSON  ST,NASHVILLE,$343.0k,36.1964579,-86.7344829,,,,,,20,11,5,5,20
365,1609 A CAHAL  AVE,NASHVILLE,$397.5k,36.1961673,-86.734856,,,,,,20,11,6,5,20
366,2101   PORTER  RD,NASHVILLE,$650.0k,36.1960886,-86.7156804,,,,,,20,10,6,6,20
367,50   FERN  AVE,NASHVILLE,$590.0k,36.1956299,-86.7769507,,,,,,20,20,9,20,20
368,1322  MERIDIAN  ST,NASHVILLE,$540.0k,36.1956297,-86.7674628,,,,,,20,18,10,20,20
369,1329 A  PENNOCK  AVE,NASHVILLE,$650.0k,36.195459,-86.76543,,,,,,20,18,9,20,20
370,1321  STAINBACK  AVE,NASHVILLE,$360.0k,36.195328,-86.7641249,,,,,,20,18,9,20,20
371,2401  INGA  ST,NASHVILLE,$408.2k,36.1952307,-86.7518906,,,,,,20,17,7,11,20
372,2401  INGA  ST,NASHVILLE,$439.9k,36.1952307,-86.7518906,,,,,,20,17,7,11,20
373,1315 B  MERIDIAN  ST,NASHVILLE,$605.0k,36.1951065,-86.766913,,,,,,20,18,10,20,20
374,1311  N 5TH  ST,NASHVILLE,$275.0k,36.1950431,-86.7614152,,,,,,20,18,9,16,20
375,1527  HAYDEN  DR,NASHVILLE,$320.0k,36.1948703,-86.7145011,,,,,,20,10,6,6,20
376,1317 A STAINBACK  AVE,NASHVILLE,$516.2k,36.1948649,-86.7640862,,,,,,20,18,9,20,20
377,0  PORTER  RD,NASHVILLE,$560.0k,36.1947102,-86.7257111,,,,,,20,12,6,5,20
378,3811  BONNACREEK  DR,HERMITAGE,$350.0k,36.1940436,-86.6342195,,,,,,20,9,3,19,18
379,2412 A N 16TH  ST,NASHVILLE,$510.0k,36.1939528,-86.736785,,,,,,20,12,5,6,20
380,119  PORTER  TER,NASHVILLE,$310.3k,36.1937593,-86.7253039,,,,,,20,12,6,5,20
381,1218 A  STOCKELL  ST,NASHVILLE,$550.0k,36.193593,-86.7689157,,,,,,20,20,9,20,20
382,1218 B  STOCKELL  ST,NASHVILLE,$549.9k,36.193593,-86.7689157,,,,,,20,20,9,20,20
383,1509  DUGGER  DR,NASHVILLE,$395.0k,36.1934447,-86.7119459,,,,,,20,10,5,7,20
384,927  DOUGLAS  AVE,NASHVILLE,$350.0k,36.1931423,-86.7475107,,,,,,20,16,7,9,20
385,117  CUMBERLAND  TRCE,NASHVILLE,$240.0k,36.193019,-86.67128,,,,,,20,8,3,11,20
386,1906  MANCHESTER  AVE,NASHVILLE,$235.0k,36.1927744,-86.8364369,,,,,,20,8,8,20,20
387,1209  PENNOCK  AVE,NASHVILLE,$255.0k,36.1927045,-86.7658135,,,,,,20,20,9,20,20
388,1533  DOUGLAS  AVE,NASHVILLE,$395.0k,36.1920774,-86.7367555,,,,,,20,12,5,7,20
389,1127  STOCKELL  ST,NASHVILLE,$385.0k,36.1918878,-86.768523,,,,,,20,20,9,20,20
390,1125  STAINBACK  AVE,NASHVILLE,$420.0k,36.1917397,-86.7645962,,,,,,20,20,9,20,20
391,308  AUTUMN CHASE  DR,NASHVILLE,$325.0k,36.191462,-86.6721,,,,,,20,8,3,11,20
392,4513  RACCOON  TRL,HERMITAGE,$360.0k,36.1913887,-86.5799348,,,,,,20,7,2,12,13
393,4225  NEW HOPE MEADOW  RD,HERMITAGE,$485.0k,36.1913318,-86.5771952,,,,,,20,7,2,12,13
394,5217   MOUNTAINBROOK  CIR,HERMITAGE,$629.0k,36.1912287,-86.6440852,,,,,,20,10,4,20,20
395,5149  MOUNTAINBROOK  CIR,HERMITAGE,$675.0k,36.19107,-86.6406798,,,,,,20,10,3,20,20
396,1911  HAILEY  AVE,NASHVILLE,$275.0k,36.1909392,-86.8315057,,,,,,20,10,8,20,20
397,6015  BALTIC  DR,HERMITAGE,$299.1k,36.1908004,-86.6197506,,,,,,20,8,2,19,18
398,6022  CORTEZ  CT,HERMITAGE,$200.0k,36.1907292,-86.6187265,,,,,,20,8,2,19,18
399,6022  CORTEZ  CT,HERMITAGE,$269.1k,36.1907292,-86.6187265,,,,,,20,8,2,19,18
400,1718  COUNTY HOSPITAL  RD,NASHVILLE,$185.0k,36.1903435,-86.8364496,,,,,,20,12,8,20,20
401,6016  BALTIC  DR,HERMITAGE,$285.0k,36.1902932,-86.6197899,,,,,,20,8,2,19,18
402,606   EVANSTON  AVE,NASHVILLE,$600.0k,36.190224,-86.7603311,,,,,,20,19,9,20,20
403,877  CARTER  ST,NASHVILLE,$475.0k,36.1900609,-86.7557596,,,,,,20,17,7,16,20
404,953  SHARPE  AVE,NASHVILLE,$605.0k,36.1900404,-86.7502997,,,,,,20,17,7,13,20
405,2305  18TH  AVE N,NASHVILLE,$350.0k,36.1899274,-86.8124821,,,,,,20,15,9,20,20
406,1018  STOCKELL  ST,NASHVILLE,$639.9k,36.1898754,-86.7693083,,,,,,20,20,9,20,20
407,1413  KELLOW  ST,NASHVILLE,$350.0k,36.189689,-86.811758,,,,,,20,15,9,20,20
408,1002  SHARPE  AVE,NASHVILLE,$430.0k,36.1895897,-86.7500837,,,,,,20,17,7,13,20
409,1624  JACKSONS VALLEY  PL,HERMITAGE,$425.0k,36.1895811,-86.6035602,,,,,,20,9,2,17,15
410,1016  N 6TH  ST,NASHVILLE,$640.0k,36.1894107,-86.7614937,,,,,,20,19,9,20,20
411,1012  N 6TH  ST,NASHVILLE,$461.5k,36.1891576,-86.761533,,,,,,20,19,8,20,20
412,1408  WALSH  ST,NASHVILLE,$387.0k,36.1891398,-86.8115406,,,,,,20,16,9,20,20
413,850  ROSE PARK  DR,NASHVILLE,$385.0k,36.1883664,-86.7075034,,,,,,20,10,5,9,20
414,905  N 2ND  ST,NASHVILLE,$307.5k,36.1879603,-86.7705648,,,,,,20,20,9,20,20
415,905  N 2ND  ST,NASHVILLE,$324.9k,36.1879603,-86.7705648,,,,,,20,20,9,20,20
416,1725 A  MCKINNEY  AVE,NASHVILLE,$415.0k,36.1875214,-86.8144179,,,,,,20,17,10,20,20
417,50  WATERS  AVE,NASHVILLE,$500.0k,36.1863574,-86.7260597,,,,,,20,11,6,9,20
418,1618  BENJAMIN  ST,NASHVILLE,$420.0k,36.1862152,-86.7389068,,,,,,20,16,6,9,20
419,946  RIVERSIDE  DR,NASHVILLE,$495.0k,36.1860314,-86.7259338,,,,,,20,11,6,9,20
420,1423  SUMNER  AVE,NASHVILLE,$745.0k,36.1859854,-86.7421481,,,,,,20,16,8,9,20
421,2010 B BENJAMIN  ST,NASHVILLE,$696.0k,36.1858329,-86.7329911,,,,,,20,13,7,11,20
422,1822 B  5TH  AVE N,NASHVILLE,$729.0k,36.1853912,-86.794864,,,,,,20,20,12,20,20
423,805 B N 12TH  ST,NASHVILLE,$325.0k,36.1852175,-86.7458607,,,,,,20,16,7,12,20
424,3521  GLENFALLS  DR,HERMITAGE,$305.6k,36.1851663,-86.5853151,,,,,,20,7,2,13,13
425,908  W EASTLAND  AVE,NASHVILLE,$617.0k,36.185014,-86.7571343,,,,,,20,18,7,20,20
426,210  FALL  ST,NASHVILLE,$929.0k,36.18481,-86.7331896,,,,,,20,13,8,11,20
427,3309  PANORAMA  DR,NASHVILLE,$140.0k,36.1845762,-86.8440925,,,,,,20,12,7,20,20
428,3309  PANORAMA  DR,NASHVILLE,$202.4k,36.1845762,-86.8440925,,,,,,20,12,7,20,20
429,1408  WOODCHIMES  CT,HERMITAGE,$262.0k,36.1841806,-86.6007859,,,,,,20,8,2,17,15
430,1910  FRANKLIN  AVE,NASHVILLE,$455.0k,36.184016,-86.7351544,,,,,,20,12,8,11,20
431,4058  FARMINGHAM WOODS  DR,HERMITAGE,$350.0k,36.1840037,-86.5861428,,,,,,20,7,2,14,13
432,3244  HINKLE  DR,NASHVILLE,$180.0k,36.1833395,-86.8373486,,,,,,20,14,8,20,20
433,2717  EASTLAND  AVE,NASHVILLE,$685.0k,36.1831032,-86.7117886,,,,,,20,10,5,10,20
434,2752  WINDEMERE  DR,NASHVILLE,$450.0k,36.1830081,-86.6836721,,,,,,20,5,3,11,20
435,2705  ASPEN  DR,NASHVILLE,$375.0k,36.1825694,-86.8216942,,,,,,20,19,10,20,20
436,3235  LAGRANGE  DR,NASHVILLE,$205.0k,36.1824924,-86.8406361,,,,,,20,13,7,20,20
437,1425  STRATTON  AVE,NASHVILLE,$383.6k,36.1824663,-86.7428357,,,,,,20,15,8,14,20
438,3242  CROWE  DR,NASHVILLE,$332.0k,36.1823775,-86.842687,,,,,,20,13,7,20,20
439,5902  COLCHESTER  DR,HERMITAGE,$333.5k,36.1823189,-86.5849998,,,,,,20,7,2,14,13
440,1701  6TH  AVE N,NASHVILLE,$480.0k,36.1818877,-86.7941674,,,,,,20,20,12,20,20
441,1826  16TH  AVE N,NASHVILLE,$320.5k,36.1818612,-86.8102851,,,,,,20,18,12,20,20
442,617   NEILL  AVE,NASHVILLE,$799.0k,36.1817852,-86.7597222,,,,,,20,19,8,20,20
443,418  HART  AVE,NASHVILLE,$464.0k,36.1817075,-86.7562898,,,,,,20,18,8,20,20
444,3229  PANORAMA  DR,NASHVILLE,$158.0k,36.1816634,-86.8413158,,,,,,20,14,7,20,20
445,203  BERRY  ST,NASHVILLE,$540.0k,36.1816012,-86.7712127,,,,,,20,20,9,20,20
446,504  N 17TH  ST,NASHVILLE,$650.0k,36.1815991,-86.7389853,,,,,,20,14,8,11,20
447,1618 B 6TH  AVE N,NASHVILLE,$687.8k,36.1812447,-86.7931066,,,,,,20,20,12,20,20
448,1813  MCEWEN  AVE,NASHVILLE,$725.0k,36.1809632,-86.7349229,,,,,,20,13,9,12,20
449,1802  24TH  AVE N,NASHVILLE,$402.0k,36.1809105,-86.8159736,,,,,,20,18,11,20,20
450,538  SKYVIEW  DR,NASHVILLE,$609.0k,36.1808289,-86.7293582,,,,,,20,15,10,10,20
451,402  HART  AVE,NASHVILLE,$770.0k,36.1806742,-86.7564666,,,,,,20,18,8,20,20
452,1615 A 6TH  AVE N,NASHVILLE,$187.5k,36.1806135,-86.7933619,,,,,,20,20,12,20,20
453,3215  LEAWOOD  DR,NASHVILLE,$79.3k,36.1804944,-86.8355056,,,,,,20,14,7,20,20
454,149  TULIP GROVE  PT,HERMITAGE,$453.1k,36.1804582,-86.5970589,,,,,,20,8,2,17,15
455,613  SHADY  LN,NASHVILLE,$600.0k,36.1798737,-86.7300655,,,,,,20,15,10,10,20
456,1401  2ND  AVE N,NASHVILLE,$1250.0k,36.179723,-86.786792,,,,,,20,20,11,20,20
457,3505  MAGNUM  DR,HERMITAGE,$250.0k,36.1794206,-86.612864,,,,,,20,8,2,18,18
458,1718  ORDWAY  PL,NASHVILLE,$400.0k,36.1793193,-86.737728,,,,,,20,14,7,12,20
459,1325   2ND  AVE N,NASHVILLE,$833.1k,36.1792571,-86.7863385,,,,,,20,20,11,20,20
460,1321   2ND  AVE N,NASHVILLE,$649.9k,36.179211,-86.7863666,,,,,,20,20,11,20,20
461,1323   2ND  AVE N,NASHVILLE,$795.0k,36.1792077,-86.7863027,,,,,,20,20,11,20,20
462,1810  ORDWAY  PL,NASHVILLE,$598.0k,36.1791146,-86.7364314,,,,,,20,14,8,11,20
463,1708  12TH  AVE N,NASHVILLE,$330.0k,36.1790954,-86.8050668,,,,,,20,19,12,20,20
464,1708  12TH  AVE N,NASHVILLE,$345.5k,36.1790954,-86.8050668,,,,,,20,19,12,20,20
465,419  VAN BUREN  ST,NASHVILLE,$320.0k,36.179084,-86.789796,,,,,,20,20,11,20,20
466,213 B N 9TH  ST,NASHVILLE,$285.0k,36.1790696,-86.757671,,,,,,20,18,9,20,20
467,213 A N 9TH  ST,NASHVILLE,$300.0k,36.1790696,-86.757671,,,,,,20,18,9,20,20
468,1734  16TH  AVE N,NASHVILLE,$371.9k,36.1789581,-86.8083519,,,,,,20,18,13,20,20
469,209  BELDING  DR,NASHVILLE,$344.8k,36.1787631,-86.649793,,,,,,20,9,3,20,20
470,1731  16TH  AVE N,NASHVILLE,$463.5k,36.1787077,-86.8088139,,,,,,20,18,13,20,20
471,1350  ROSA L PARKS  BLVD,NASHVILLE,$421.2k,36.1784973,-86.7941478,,,,,,20,20,11,20,20
472,1350  ROSA L PARKS  BLVD,NASHVILLE,$560.0k,36.1784973,-86.7941478,,,,,,20,20,11,20,20
473,2807  LUMAR  LN,NASHVILLE,$550.0k,36.1784253,-86.6726964,,,,,,20,7,3,10,20
474,1325  5TH  AVE N,NASHVILLE,$426.0k,36.1782432,-86.7901837,,,,,,20,20,11,20,20
475,106 A  MYRTLE  ST,NASHVILLE,$639.9k,36.1781669,-86.7561916,,,,,,20,18,9,20,20
476,106 C  MYRTLE  ST,NASHVILLE,$629.0k,36.1781669,-86.7561916,,,,,,20,18,9,20,20
477,2219  MAPLECREST  DR,NASHVILLE,$415.0k,36.1780167,-86.6931903,,,,,,20,9,4,12,20
478,1714   24TH  AVE N,NASHVILLE,$365.0k,36.1776789,-86.8150504,,,,,,20,20,12,20,20
479,2600  BRITTANY  CT,NASHVILLE,$225.0k,36.1772415,-86.7174493,,,,,,20,10,6,10,20
480,1501 G 9TH  AVE N,NASHVILLE,$395.0k,36.1771554,-86.7971554,,,,,,20,20,14,20,20
481,2108  OSAGE  ST,NASHVILLE,$107.5k,36.1770404,-86.8122468,,,,,,20,18,13,20,20
482,0  TULIP GROVE  RD,HERMITAGE,$200.0k,36.1770401,-86.6000366,,,,,,20,8,2,17,15
483,0  SELMA  AVE,NASHVILLE,$415.0k,36.1769198,-86.6921349,,,,,,20,7,4,11,20
484,2430  MAPLECREST  DR,NASHVILLE,$288.0k,36.1769036,-86.6789517,,,,,,20,6,3,11,20
