,Property Address,Property City,Sale Price,Latitude,Longitude,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
1283,189  OCALA  DR,NASHVILLE,$325.0k,36.04991,-86.6947634,,,,,,20,12,2,18,20
1284,7104  FORREST OAKS  DR,NASHVILLE,$554.9k,36.0495639,-86.9622243,,,,,,17,5,2,7,10
1285,702  ASHLAWN  PL,NASHVILLE,$179.0k,36.0493165,-86.7425942,,,,,,20,12,3,20,20
1286,1608  WINDY RIDGE  DR,BRENTWOOD,$2590.0k,36.0492559,-86.8144633,,,,,,15,2,2,16,14
1287,521  HUNTINGTON RIDGE  DR,NASHVILLE,$340.0k,36.0492242,-86.7253315,,,,,,20,14,4,18,20
1288,5456  VILLAGE  WAY,NASHVILLE,$375.3k,36.0486669,-86.7378459,,,,,,20,11,3,20,20
1289,1216  ROCKEFORD  DR,NASHVILLE,$480.0k,36.0485462,-86.9542339,,,,,,17,5,1,7,10
1290,1114  OMAN  DR,BRENTWOOD,$765.0k,36.0485235,-86.8100497,,,,,,15,2,2,16,14
1291,5141  PINE HILL  RD,NASHVILLE,$810.0k,36.047649,-87.010228,,,,,,4,1,0,1,1
1292,2962  BABY RUTH  LN,ANTIOCH,$210.0k,36.0475466,-86.639388,,,,,,20,12,4,6,20
1293,7909  HIGHWAY 100,NASHVILLE,$690.0k,36.0472976,-86.9406827,,,,,,17,5,1,7,10
1294,5600  COUNTRY  DR,NASHVILLE,$205.0k,36.047246,-86.7079569,,,,,,20,12,2,14,20
1295,516  HEARTHSTONE  CIR,BRENTWOOD,$600.0k,36.0471969,-86.7602682,,,,,,20,9,4,20,20
1296,8085   WARBLER  WAY,BRENTWOOD,$992.0k,36.0470586,-86.9107831,,,,,,11,5,2,5,6
1297,0  TEMPLE  RD,NASHVILLE,$417.5k,36.0462111,-86.9500287,,,,,,17,5,1,7,10
1298,301  BLACK OAK  CT,ANTIOCH,$280.0k,36.0460543,-86.5900839,,,,,,20,11,6,2,8
1299,5104  VILLAGE  TRCE,NASHVILLE,$375.0k,36.0460052,-86.7317574,,,,,,20,12,3,18,20
1300,2013  PINECREST  DR,NASHVILLE,$223.0k,36.0459566,-86.7056153,,,,,,20,12,2,17,20
1301,404  OAK FORGE  DR,ANTIOCH,$185.0k,36.0456884,-86.6441122,,,,,,20,12,4,6,20
1302,338  YORKSHIRE  CIR,NASHVILLE,$206.8k,36.045547,-86.726638,,,,,,20,14,4,17,20
1303,1104  PIN OAK  DR,ANTIOCH,$340.0k,36.0447336,-86.5906553,,,,,,20,11,6,2,6
1304,1108  PIN OAK  DR,ANTIOCH,$170.0k,36.0445019,-86.5907145,,,,,,20,11,6,2,6
1305,1004  MANOR  CT,BRENTWOOD,$598.0k,36.0442597,-86.7537957,,,,,,20,10,4,20,20
1306,6224  BENT WOOD  DR,ANTIOCH,$415.0k,36.0440078,-86.622094,,,,,,20,9,5,6,15
1307,5535  THALMAN  DR,BRENTWOOD,$429.0k,36.043598,-86.749105,,,,,,20,10,3,20,20
1308,5919  TEMPLE  RD,NASHVILLE,$417.5k,36.0431891,-86.9497157,,,,,,17,5,1,7,10
1309,5605  HICKORY MEADOWS  CT,BRENTWOOD,$303.0k,36.043128,-86.748218,,,,,,20,10,3,20,20
1310,1849   ISABELLE  CT,ANTIOCH,$248.0k,41.6032207,-73.087749,,,,,,20,4,8,1,13
1311,4  SYCAMORE  CT,ANTIOCH,$148.0k,36.0422615,-86.6722259,,,,,,20,11,2,10,20
1312,5705  BRENTWOOD MEADOWS  CIR,BRENTWOOD,$220.0k,36.0422579,-86.748469,,,,,,20,10,3,20,20
1313,1222  OLD HICKORY  BLVD,BRENTWOOD,$3300.0k,36.0417338,-86.8181312,,,,,,16,2,1,16,14
1314,4044  PEPPERWOOD  DR,ANTIOCH,$260.0k,36.0415721,-86.5831867,,,,,,20,9,4,1,6
1315,1911  ISABELLE  LN,ANTIOCH,$237.0k,36.0412927,-86.6274303,,,,,,20,8,5,6,15
1316,8847  MCCRORY  LN,NASHVILLE,$865.0k,36.0411543,-86.9765948,,,,,,12,3,0,5,6
1317,305  SEVEN SPRINGS  WAY,BRENTWOOD,$374.0k,36.0410693,-86.766525,,,,,,20,6,4,20,19
1318,3909   ASHEFORD  TRCE,ANTIOCH,$354.8k,36.0400487,-86.6197932,,,,,,20,10,6,6,16
1319,3913   ASHEFORD  TRCE,ANTIOCH,$330.1k,36.0400487,-86.6197932,,,,,,20,10,6,6,16
1320,3916   ASHEFORD  TRCE,ANTIOCH,$336.5k,36.0400487,-86.6197932,,,,,,20,10,6,6,16
1321,3912   ASHEFORD  TRCE,ANTIOCH,$336.6k,36.0400487,-86.6197932,,,,,,20,10,6,6,16
1322,3908   ASHEFORD  TRCE,ANTIOCH,$322.8k,36.0400487,-86.6197932,,,,,,20,10,6,6,16
1323,1001  GREYSTONE  CT,ANTIOCH,$253.0k,36.0398717,-86.5786143,,,,,,20,7,4,1,6
1324,621  MAGNOLIA  LN,NASHVILLE,$389.9k,36.0398252,-86.7256443,,,,,,20,11,2,17,20
1325,1500  WATER OAK  CT,ANTIOCH,$245.5k,36.0398065,-86.574877,,,,,,20,7,4,1,5
1326,5942  MONROE  XING,ANTIOCH,$200.0k,36.0397044,-86.6278434,,,,,,20,8,5,6,15
1327,641  OLD HICKORY  BLVD,BRENTWOOD,$425.0k,36.0394919,-86.7629125,,,,,,20,7,4,20,20
1328,641  OLD HICKORY  BLVD,BRENTWOOD,$520.0k,36.0394919,-86.7629125,,,,,,20,7,4,20,20
1329,5981  TEMPLE  RD,NASHVILLE,$850.0k,36.0393528,-86.950772,,,,,,17,5,1,7,10
1330,721  E WOODLANDS  TRL,NASHVILLE,$409.0k,36.0391446,-86.7263714,,,,,,20,10,2,17,20
1331,1400  BELL TRACE  DR,ANTIOCH,$160.9k,36.0390227,-86.672421,,,,,,20,11,2,13,20
1332,512  SWISS  AVE,NASHVILLE,$275.0k,36.0386682,-86.7209574,,,,,,20,12,2,16,20
1333,5905  DEER ESTATES  DR,NASHVILLE,$800.0k,36.0380758,-86.9598664,,,,,,14,3,1,6,9
1334,720  FOX RIDGE  DR,BRENTWOOD,$270.0k,36.037906,-86.775587,,,,,,20,5,4,18,17
1335,751  FOX RIDGE  DR,BRENTWOOD,$285.0k,36.037607,-86.7760349,,,,,,20,4,4,18,17
1336,413  CEDARCREEK  TRL,NASHVILLE,$125.0k,36.0376054,-86.7042007,,,,,,20,12,2,19,20
1337,5043   UPPER PARK  PL,ANTIOCH,$230.0k,36.0367393,-86.6145415,,,,,,20,9,5,6,14
1338,5132   FREDERICKSBURG  WAY E,BRENTWOOD,$578.0k,36.0365642,-86.7624557,,,,,,20,7,4,20,20
1339,4165  SADDLECREEK  WAY,ANTIOCH,$232.0k,36.036318,-86.6123946,,,,,,20,9,5,6,14
1340,140  BRIAN  CIR,ANTIOCH,$405.0k,36.035874,-86.6752144,,,,,,20,9,1,12,18
1341,1021  ELMSHADE  LN,NASHVILLE,$405.0k,36.0355978,-86.7255068,,,,,,20,9,2,15,20
1342,5028  W OAK HIGHLAND  DR,ANTIOCH,$322.2k,36.0352306,-86.6780469,,,,,,20,8,1,12,19
1343,620  COPPER RIDGE  TRL,ANTIOCH,$502.0k,36.0349735,-86.6810366,,,,,,20,9,1,12,20
1344,5196  PRESERVE  BLVD,ANTIOCH,$290.0k,36.0347451,-86.6194749,,,,,,20,9,6,6,13
1345,5148  SINGING HILLS  DR,ANTIOCH,$373.0k,36.0345757,-86.5864187,,,,,,20,11,4,1,7
1346,730  RIDGEVIEW  CT,ANTIOCH,$110.0k,36.0343684,-86.7084642,,,,,,20,12,2,14,20
1347,2324   PRESERVE  CIR,ANTIOCH,$322.8k,36.0340847,-86.6151112,,,,,,20,9,5,6,13
1348,2308   PRESERVE  CIR,ANTIOCH,$322.8k,36.0340847,-86.6151112,,,,,,20,9,5,6,13
1349,2304   PRESERVE  CIR,ANTIOCH,$322.8k,36.0340847,-86.6151112,,,,,,20,9,5,6,13
1350,1065  SHIRE  DR,ANTIOCH,$335.0k,36.0336743,-86.6678176,,,,,,20,11,1,11,18
1351,5021  SINGING HILLS  DR,ANTIOCH,$353.1k,36.033491,-86.582255,,,,,,20,9,4,1,6
1352,621  CEDARMONT  DR,ANTIOCH,$283.0k,36.0332951,-86.7080145,,,,,,20,11,2,14,20
1353,8101   WARBLER  WAY,BRENTWOOD,$992.0k,36.0331164,-86.7827772,,,,,,20,4,3,18,16
1354,800  OAK SPRINGS  CT,ANTIOCH,$399.0k,36.0330735,-86.6752537,,,,,,20,8,1,11,18
1355,1005  SHALLOWBROOK  TRL N,ANTIOCH,$303.0k,36.0329416,-86.6172298,,,,,,20,9,6,6,12
1356,6241  ROCKY TOP  DR,ANTIOCH,$280.0k,36.0323937,-86.581464,,,,,,20,9,5,2,6
1357,7037  MEADOW RIDGE  CIR,NASHVILLE,$612.5k,36.0323416,-86.9621431,,,,,,3,2,0,2,3
1358,804  BIRCHMILL  PT N,ANTIOCH,$325.0k,36.0321853,-86.6152406,,,,,,20,10,5,6,14
1359,5034  PRESERVE  BLVD,ANTIOCH,$285.0k,36.0321491,-86.6147089,,,,,,20,10,5,6,14
1360,5054  PRESERVE  BLVD,ANTIOCH,$350.0k,36.0319505,-86.6159496,,,,,,20,10,5,6,13
1361,6036  WOODLAND HILLS  DR,NASHVILLE,$855.0k,36.0317097,-86.7349774,,,,,,20,9,1,10,20
1362,1604  CELEBRATION  WAY,NASHVILLE,$390.0k,36.0313708,-86.7168204,,,,,,20,9,2,11,18
1363,601  COPPERFIELD  CT,BRENTWOOD,$565.0k,36.031359,-86.7515764,,,,,,20,8,2,17,20
1364,5633  DEER VALLEY  TRL,ANTIOCH,$384.9k,36.0310476,-86.6802892,,,,,,20,8,1,11,18
1365,5821  PETERSBURG  LN,BRENTWOOD,$670.0k,36.0304576,-86.7581358,,,,,,20,6,3,18,20
1366,320  MAYFIELD  STA,BRENTWOOD,$680.0k,36.0303226,-86.751117,,,,,,20,7,2,16,20
1367,4813  HICKORY  WAY,ANTIOCH,$308.7k,36.0302919,-86.5880346,,,,,,20,9,5,3,7
1368,1812  COTTAGE GROVE  WAY,ANTIOCH,$395.6k,36.0299817,-86.7003468,,,,,,20,11,2,12,20
1369,2382   SOMERSET VALLEY  DR,ANTIOCH,$407.5k,36.0296232,-86.6979487,,,,,,20,11,2,12,20
1370,5509  COTTONPORT  DR,BRENTWOOD,$700.0k,36.0284,-86.7520477,,,,,,20,7,3,18,20
1371,5105  HICKORY GROVE  DR,ANTIOCH,$320.0k,36.0283945,-86.5862413,,,,,,20,9,5,3,6
1372,257  BURGANDY HILL  RD,NASHVILLE,$409.2k,36.0277484,-86.7163094,,,,,,20,9,2,11,14
1373,5920  CROSS POINTE  LN,BRENTWOOD,$675.0k,36.0277112,-86.7603548,,,,,,20,6,3,18,20
1374,3005  BARNES BEND  DR,ANTIOCH,$430.0k,36.0259021,-86.6953926,,,,,,20,8,2,13,20
1375,7009  LENOX VILLAGE  DR,NASHVILLE,$176.9k,36.0257747,-86.7117249,,,,,,20,9,2,9,15
1376,3021  BARNES BEND  DR,ANTIOCH,$432.0k,36.0254445,-86.6960486,,,,,,20,8,2,13,20
1377,4412  LUKE  DR,ANTIOCH,$473.0k,36.0251215,-86.639047,,,,,,20,8,4,5,11
1378,8606  GAUPHIN  PL,NASHVILLE,$300.0k,36.0247911,-86.7079064,,,,,,20,9,2,9,16
1379,904  FALLVIEW  TRL,NASHVILLE,$435.0k,36.0245545,-86.7190609,,,,,,20,9,2,11,16
1380,7732  PORTER HOUSE  DR,NASHVILLE,$346.8k,36.0240784,-86.7096043,,,,,,20,9,2,9,15
1381,7813  HEATON  WAY,NASHVILLE,$381.1k,36.0236935,-86.7089089,,,,,,20,9,2,9,15
1382,917  S LANE  CT,BRENTWOOD,$780.0k,36.0233715,-86.7568593,,,,,,20,6,3,18,20
1383,952  FALLVIEW  TRL,NASHVILLE,$405.0k,36.0224673,-86.7172528,,,,,,20,8,3,9,13
1384,5633  CEDAR ROCK  DR,NASHVILLE,$522.5k,36.0222334,-86.7383174,,,,,,20,7,2,11,19
1385,8045  BIENVILLE  DR,NASHVILLE,$205.0k,36.0217389,-86.7102065,,,,,,20,8,3,9,12
1386,9036  RIGDEN MILL  DR,NASHVILLE,$335.0k,36.0216029,-86.7045769,,,,,,20,8,2,9,13
1387,277   BLACKPOOL  DR,NASHVILLE,$549.1k,36.0213328,-86.6904625,,,,,,20,6,2,11,15
1388,3133  HIDDEN CREEK  DR,ANTIOCH,$293.6k,36.021079,-86.6744275,,,,,,20,7,1,11,15
1389,6513  WINDYHILL  CT,BRENTWOOD,$880.0k,36.0207552,-86.7433071,,,,,,20,7,3,10,19
1390,4329  BARNES COVE  DR,NASHVILLE,$486.0k,36.020692,-86.7004653,,,,,,20,8,2,9,14
1391,1509  CROSSWIND  DR,NASHVILLE,$452.5k,36.0206853,-86.7266465,,,,,,20,7,2,11,11
1392,1312  CRESTFIELD  DR,NASHVILLE,$430.0k,36.0206703,-86.7214193,,,,,,20,7,3,11,11
1393,1209  BLAIRFIELD  DR,ANTIOCH,$427.0k,36.0205953,-86.6523908,,,,,,20,6,1,9,10
1394,209  WOODFIELD  CV,NASHVILLE,$433.0k,36.0205397,-86.7189626,,,,,,20,8,3,10,11
1395,1316  CRESTFIELD  DR,NASHVILLE,$396.0k,36.020458,-86.7214193,,,,,,20,7,3,11,11
1396,3124  SKINNER  DR,ANTIOCH,$370.0k,36.0200732,-86.6549885,,,,,,20,5,1,8,10
1397,1457  OHARA  DR,ANTIOCH,$395.4k,36.0196798,-86.6522924,,,,,,20,5,1,8,10
1398,2418  ANSON  LN,NASHVILLE,$333.0k,36.0194809,-86.7023626,,,,,,20,8,3,9,13
1399,3224   HASKELL  LN,ANTIOCH,$360.1k,36.0189945,-86.6532372,,,,,,20,5,1,8,10
1400,604  LOGWOOD BRIAR  CIR,BRENTWOOD,$725.0k,36.0185691,-86.7433268,,,,,,20,7,3,10,19
1401,3214  DOTHAN  LN,NASHVILLE,$288.3k,36.0182896,-86.7014975,,,,,,20,8,3,9,13
1402,1005  HICKORY BARK  CT,NASHVILLE,$592.0k,36.0179977,-86.7379048,,,,,,20,8,3,13,18
1403,3625  FAIRMEADOWS  CT,NASHVILLE,$565.0k,36.016593,-86.7112579,,,,,,20,8,3,9,11
1404,7275  SUGARLOAF  DR,NASHVILLE,$470.0k,36.0164336,-86.6984599,,,,,,20,7,3,8,13
1405,3553  FAIRMEADOWS  DR,NASHVILLE,$542.0k,36.0162039,-86.7094495,,,,,,20,8,3,9,11
1406,14307  OLD HICKORY  BLVD,ANTIOCH,$375.0k,36.0159739,-86.6817447,,,,,,20,6,1,11,15
1407,9184  HESTER BEASLEY  RD,NASHVILLE,$1900.0k,36.0150533,-87.014376,,,,,,1,0,0,0,0
1408,308  SPICEWOOD  LN,NASHVILLE,$455.0k,36.0148732,-86.6949797,,,,,,20,6,3,8,13
1409,6844  SUNNYWOOD  DR,NASHVILLE,$430.0k,36.0146762,-86.6994036,,,,,,20,7,3,8,12
1410,7617  MINT LEAF  DR,NASHVILLE,$378.0k,36.0138885,-86.6923644,,,,,,20,6,2,8,12
1411,7020  SUGARPLUM  RD,NASHVILLE,$530.0k,36.0128044,-86.6961791,,,,,,20,6,2,7,10
1412,14155  OLD HICKORY  BLVD,ANTIOCH,$115.0k,36.0125099,-86.6746252,,,,,,20,6,1,9,12
1413,6545  BROKEN BOW  DR,ANTIOCH,$385.0k,36.0121201,-86.6790304,,,,,,20,5,1,10,13
1414,108  STONE BRIAR  CT,NASHVILLE,$610.7k,36.0107661,-86.7217927,,,,,,20,7,2,8,9
1415,906   GOVERNORS  CT,ANTIOCH,$322.5k,36.0102368,-86.7027138,,,,,,20,6,3,8,11
1416,8421  CALLABEE  WAY,ANTIOCH,$260.0k,36.0102061,-86.6982043,,,,,,20,6,2,7,10
1417,413   CHINOOK  DR,ANTIOCH,$442.0k,36.010202,-86.6856979,,,,,,20,5,2,8,12
1418,416   CHINOOK  DR,ANTIOCH,$420.0k,36.0099975,-86.6861513,,,,,,20,5,2,7,12
1419,8125  OCHOA  LN,BRENTWOOD,$400.0k,36.0093962,-86.6865042,,,,,,20,5,2,7,12
1420,8493  LAWSON  DR,ANTIOCH,$330.0k,36.0084436,-86.64751,,,,,,20,5,2,8,10
1421,7940  OAKFIELD  GRV,BRENTWOOD,$509.9k,36.0076888,-86.6877235,,,,,,20,5,2,6,9
1422,7561  OAKLEDGE  DR,BRENTWOOD,$335.7k,36.0053889,-86.6897884,,,,,,17,6,2,7,8
1423,9270   BARCO  RD,BRENTWOOD,$992.0k,36.0050635,-86.6843359,,,,,,19,6,2,7,8
1424,9271   BARCO  RD,BRENTWOOD,$992.0k,36.0040342,-86.6857898,,,,,,15,6,2,7,8
1425,9275   BARCO  RD,BRENTWOOD,$992.0k,36.0040342,-86.6857898,,,,,,15,6,2,7,8
1426,9279   BARCO  RD,BRENTWOOD,$992.0k,36.0040342,-86.6857898,,,,,,15,6,2,7,8
1427,9283   BARCO  RD,BRENTWOOD,$992.0k,36.0040342,-86.6857898,,,,,,15,6,2,7,8
1428,409  HIGH POINT  TER,BRENTWOOD,$650.0k,36.003297,-86.696765,,,,,,15,5,2,6,5
1429,8327  ROSSI  RD,BRENTWOOD,$353.5k,36.0024135,-86.686986,,,,,,11,5,2,7,5
1430,8310  ROSSI  RD,BRENTWOOD,$326.5k,36.0018581,-86.6872515,,,,,,11,5,2,7,5
1431,8430  CHARBAY  CIR,BRENTWOOD,$340.0k,36.0013238,-86.6913714,,,,,,11,5,2,6,5
1432,8824  DOLCETTO  GRV,BRENTWOOD,$336.3k,36.001002,-86.6889329,,,,,,11,5,2,7,5
1433,6312  PETTUS  RD,ANTIOCH,$120.0k,35.996387,-86.676864,,,,,,8,3,2,7,6
1434,408   PORTSDALE  DR,BRENTWOOD,$329.9k,35.9960242,-86.6847835,,,,,,8,3,1,7,6
1435,414   PORTSDALE  DR,BRENTWOOD,$342.3k,35.9959028,-86.6847481,,,,,,8,3,1,7,6
1436,416   PORTSDALE  DR,BRENTWOOD,$333.2k,35.9958613,-86.6847354,,,,,,8,3,1,7,6
1437,3268   LONGSTALK  RD,ANTIOCH,$444.3k,35.9957652,-86.639046,,,,,,18,4,2,7,2
1438,3272   LONGSTALK  RD,ANTIOCH,$469.8k,35.9957608,-86.6388885,,,,,,18,4,2,7,2
1439,7088  BURKITT  RD,ANTIOCH,$850.0k,35.993322,-86.678837,,,,,,8,3,1,7,6
1440,841   WESTCOTT  LN,ANTIOCH,$307.0k,35.9927468,-86.6666932,,,,,,12,4,1,6,3
1441,837   WESTCOTT  LN,ANTIOCH,$308.1k,35.9927007,-86.666515,,,,,,12,4,1,6,3
1442,831   WESTCOTT  LN,ANTIOCH,$306.8k,35.9918692,-86.666345,,,,,,10,4,1,6,3
1443,1505   STRONG  ALY,NOLENSVILLE,$485.0k,35.990965,-86.6656582,,,,,,10,4,1,6,3
1444,1057   VIDA  WAY,NOLENSVILLE,$376.9k,35.9902423,-86.6819121,,,,,,8,3,2,5,6
1445,1053   VIDA  WAY,NOLENSVILLE,$391.6k,35.9902423,-86.6819121,,,,,,8,3,2,5,6
1446,1051   VIDA  WAY,NOLENSVILLE,$414.9k,35.9902423,-86.6819121,,,,,,8,3,2,5,6
1447,1049   VIDA  WAY,NOLENSVILLE,$402.7k,35.990143,-86.6810081,,,,,,8,3,2,6,6
1448,1045   VIDA  WAY,NOLENSVILLE,$383.1k,35.990143,-86.6810081,,,,,,8,3,2,6,6
1449,7543  KEMBERTON  CT,NOLENSVILLE,$345.0k,35.9897795,-86.678721,,,,,,7,3,2,6,6
1450,2045   KIRKWALL  DR,NOLENSVILLE,$418.3k,35.989262,-86.661812,,,,,,12,4,1,6,3
1451,770  WESTCOTT  LN,NOLENSVILLE,$440.0k,35.9891328,-86.666283,,,,,,8,4,1,6,3
1452,1820   PAISLEY  DR,NOLENSVILLE,$429.7k,35.9890075,-86.6625536,,,,,,12,4,1,6,3
1453,1808   PAISLEY  DR,NOLENSVILLE,$433.1k,35.9890075,-86.6625536,,,,,,12,4,1,6,3
1454,1800   PAISLEY  DR,NOLENSVILLE,$443.1k,35.9890075,-86.6625536,,,,,,12,4,1,6,3
1455,3011   LANARK  DR,NOLENSVILLE,$500.0k,35.9877517,-86.6622838,,,,,,12,4,1,6,3
1456,1329   DUNS  LN,NOLENSVILLE,$475.0k,35.9868533,-86.6637252,,,,,,8,4,1,6,3
1457,629  WESTCOTT  LN,NOLENSVILLE,$695.8k,35.9865071,-86.668093,,,,,,8,4,1,6,3
1458,4232   DYSANT  ALY,NOLENSVILLE,$460.0k,35.985114,-86.6622692,,,,,,7,4,1,6,2
1459,1983   CAROTHERS  RD,NOLENSVILLE,$497.3k,35.9840744,-86.622866,,,,,,13,2,2,2,3
1460,307   MOIRA  CIR,NOLENSVILLE,$300.4k,35.983315,-86.622208,,,,,,13,2,2,2,4
1461,4154  ALVA  LN,NOLENSVILLE,$500.0k,35.9831199,-86.6638826,,,,,,7,4,1,6,2
1462,2027  OAK TRAIL  DR,NOLENSVILLE,$378.9k,35.9828632,-86.617761,,,,,,15,2,3,6,5
