PID,Restaurants,Supermarkets,Liquor Store,Schools,Churches,Convenience_Store,Drugstore,Fire_Station,Hospital,Bar
634,20,13,15,20,20,20,7,7,20,20
635,20,13,15,20,20,20,7,7,20,20
636,20,13,15,20,20,20,7,7,20,20
637,20,13,15,20,20,20,7,7,20,20
638,20,13,15,20,20,20,7,7,20,20
639,20,13,15,20,20,20,7,7,20,20
640,20,13,15,20,20,20,7,7,20,20
641,20,13,15,20,20,20,7,7,20,20
642,20,13,15,20,20,20,7,7,20,20
643,20,13,15,20,20,20,7,7,20,20
644,20,13,15,20,20,20,7,7,20,20
645,20,13,15,20,20,20,7,7,20,20
646,20,13,15,20,20,20,7,7,20,20
647,20,13,15,20,20,20,7,7,20,20
648,20,13,15,20,20,20,7,7,20,20
649,20,13,15,20,20,20,7,7,20,20
650,20,16,20,20,20,20,20,15,20,20
651,20,15,19,20,20,20,14,8,20,20
652,20,14,17,20,20,20,9,6,20,20
653,20,17,20,20,20,20,20,15,20,20
654,20,16,20,20,20,20,20,15,20,20
655,20,5,16,20,20,20,6,2,17,20
656,20,17,20,20,20,20,18,9,20,20
657,20,15,20,20,20,20,15,8,20,20
658,20,15,19,20,20,20,14,7,20,20
659,20,17,20,20,20,20,18,9,20,20
660,20,6,12,20,20,20,9,1,20,20
661,20,16,20,20,20,20,15,8,20,20
662,20,16,20,20,20,20,15,8,20,20
663,20,3,16,20,20,20,4,4,8,20
664,20,3,16,20,20,20,4,4,8,20
665,20,3,16,20,20,20,4,4,8,20
666,20,3,16,20,20,20,4,4,8,20
667,20,3,16,20,20,20,4,4,8,20
668,20,4,16,20,20,20,9,2,20,20
669,20,14,20,20,20,20,20,14,20,20
670,20,14,20,20,20,20,20,14,20,20
671,20,15,18,20,20,20,11,7,20,20
672,20,5,16,20,20,20,6,3,13,20
673,20,16,20,20,20,20,15,7,20,20
674,20,16,20,20,20,20,15,8,20,20
675,20,10,14,20,20,20,7,6,20,20
676,20,0,5,14,20,20,3,0,11,9
677,20,4,16,20,20,20,9,2,20,20
678,20,8,14,20,20,20,7,6,12,20
679,20,17,20,20,20,20,18,9,20,20
680,20,10,14,20,20,20,7,6,20,20
681,20,10,14,20,20,20,7,6,20,20
682,20,10,14,20,20,20,7,6,20,20
683,20,10,14,20,20,20,7,6,20,20
684,20,10,14,20,20,20,7,6,20,20
685,20,14,16,20,20,20,9,7,20,20
686,20,9,13,20,20,20,6,3,20,20
687,20,6,11,20,20,19,8,1,20,20
688,20,10,14,20,20,20,7,4,20,20
689,20,13,16,20,20,20,8,7,20,20
690,20,10,15,20,20,20,7,6,20,20
691,20,5,16,20,20,20,6,3,13,20
692,20,13,16,20,20,20,8,7,20,20
693,20,13,16,20,20,20,8,7,20,20
694,20,8,13,20,20,20,6,6,12,20
695,20,10,15,20,20,20,7,6,20,20
696,20,4,16,20,20,20,9,2,19,20
697,20,4,16,20,20,20,9,2,19,20
698,20,5,16,20,20,20,7,2,17,20
699,20,18,20,20,20,20,20,12,20,20
700,20,10,14,20,20,20,7,6,20,20
701,20,0,4,11,18,18,3,0,9,9
702,20,13,16,20,20,20,9,7,20,20
703,20,10,14,20,20,20,7,6,20,20
704,20,3,16,20,20,20,9,4,20,20
705,20,3,16,20,20,20,9,4,20,20
706,20,13,16,20,20,20,8,7,20,20
707,20,3,17,20,20,20,9,4,20,20
708,20,3,17,20,20,20,9,4,20,20
709,20,3,17,20,20,20,9,4,20,20
710,20,3,17,20,20,20,9,4,20,20
711,20,3,16,20,20,20,9,3,20,20
712,20,13,16,20,20,20,8,7,20,20
713,20,0,3,10,20,16,2,0,9,6
714,20,4,16,20,20,20,9,2,19,20
715,20,8,18,20,20,20,8,3,13,20
716,20,10,14,20,20,20,7,6,20,20
717,20,13,16,20,20,20,8,7,20,20
718,20,3,15,20,20,20,10,3,20,20
719,20,3,15,20,20,20,10,3,20,20
720,20,3,15,20,20,20,10,3,20,20
721,20,5,13,20,20,18,8,2,20,20
722,20,17,20,20,20,20,20,12,20,20
723,20,19,20,20,20,20,20,13,20,20
724,20,3,10,20,20,20,8,2,17,20
725,20,15,19,20,20,20,13,10,20,20
726,20,13,17,20,20,20,13,8,20,20
727,20,0,4,12,20,18,3,0,10,8
728,20,13,17,20,20,20,9,7,20,20
729,20,3,16,20,20,20,9,4,20,20
730,20,19,20,20,20,20,20,14,20,20
731,20,10,14,20,20,20,7,6,20,20
732,20,6,17,20,20,20,6,3,13,20
733,20,10,14,20,20,20,7,6,20,20
734,20,19,20,20,20,20,20,13,20,20
735,20,3,16,20,20,20,9,4,20,20
736,20,14,20,20,20,20,13,10,20,20
737,20,3,12,20,20,19,7,2,20,20
738,20,3,16,20,20,20,9,4,20,20
739,20,18,20,20,20,20,18,10,20,20
740,20,17,20,20,20,20,20,11,20,20
741,20,3,17,20,20,20,9,4,20,20
742,20,14,20,20,20,20,14,9,20,20
743,20,3,9,20,20,19,7,1,20,20
744,20,4,10,20,20,18,7,3,20,20
745,20,4,10,20,20,18,7,3,20,20
746,20,4,10,20,20,18,7,3,20,20
747,20,13,20,20,20,20,13,10,20,20
748,20,10,15,20,20,20,7,7,20,20
749,20,10,15,20,20,20,7,6,20,20
750,20,20,20,20,20,20,20,12,20,20
751,20,2,8,20,20,17,7,2,20,20
752,20,0,3,5,15,14,2,0,9,5
753,20,2,14,20,20,20,8,3,20,20
754,20,0,3,5,15,13,2,0,9,5
755,20,20,20,20,20,20,20,12,20,20
756,20,18,20,20,20,20,20,12,20,20
757,20,18,20,20,20,20,18,11,20,20
758,20,13,18,20,20,20,12,9,20,20
759,20,20,20,20,20,20,20,13,20,20
760,20,13,20,20,20,20,15,9,20,20
761,20,3,7,20,20,14,6,2,20,20
762,20,3,7,20,20,14,6,2,20,20
763,20,20,20,20,20,20,20,13,20,20
764,20,3,7,20,20,12,5,2,20,20
765,20,3,7,20,20,12,5,2,20,20
766,20,3,7,20,20,12,5,2,20,20
767,20,11,16,20,20,20,9,7,20,20
768,20,3,7,20,20,11,5,2,20,20
769,20,2,12,20,20,20,7,4,20,20
770,20,19,20,20,20,20,16,10,20,20
771,20,3,7,20,20,14,4,2,20,20
772,20,2,5,20,20,15,6,2,20,20
773,20,7,18,20,20,20,8,3,12,20
774,20,13,16,20,20,20,9,7,20,20
775,20,19,20,20,20,20,16,10,20,20
776,20,17,20,20,20,20,20,12,20,20
777,20,2,9,20,20,20,7,3,20,20
778,20,19,20,20,20,20,16,10,20,20
779,20,2,10,20,20,20,7,3,20,20
780,20,3,7,20,20,14,4,2,20,20
781,20,3,7,20,20,14,4,2,20,20
782,20,9,15,20,20,20,9,6,20,20
783,20,3,7,20,20,14,4,2,20,20
784,20,16,20,20,20,20,20,15,20,20
785,20,16,20,20,20,20,20,15,20,20
786,20,19,20,20,20,20,16,11,20,20
787,20,3,6,20,20,14,4,4,20,20
788,20,2,10,20,20,20,7,3,20,20
789,20,3,7,20,20,14,4,4,20,20
790,20,15,20,20,20,20,15,10,20,20
791,20,2,9,20,20,20,4,0,15,20
792,20,2,9,20,20,20,6,3,20,20
793,20,2,4,20,20,9,2,4,20,20
794,20,18,20,20,20,20,16,10,20,20
795,20,2,4,20,20,9,2,4,20,20
796,20,2,10,20,20,20,8,4,20,20
797,20,17,20,20,20,20,17,10,20,20
798,20,1,4,20,20,9,3,4,20,20
799,20,17,20,20,20,20,16,10,20,20
800,20,17,20,20,20,20,16,10,20,20
801,20,2,11,20,20,20,4,1,14,20
802,20,19,20,20,20,20,20,11,20,20
803,20,1,3,20,20,7,1,5,20,20
804,20,1,3,20,20,7,1,5,20,20
805,20,10,18,20,20,20,9,6,20,20
806,20,18,20,20,20,20,19,11,20,20
807,20,2,10,20,20,20,6,4,20,20
808,20,2,10,20,20,20,6,4,20,20
809,20,2,10,20,20,20,6,4,20,20
810,20,2,9,20,20,17,4,3,20,20
811,20,9,17,20,20,20,9,5,20,20
812,20,2,9,20,20,17,4,3,20,20
813,20,2,9,20,20,18,5,3,20,20
814,20,2,9,20,20,17,5,3,20,20
815,20,2,9,20,20,20,6,4,20,20
816,20,2,9,20,20,20,6,4,20,20
817,20,1,4,20,20,10,5,2,20,20
818,20,2,10,20,20,18,5,3,20,20
819,20,1,10,20,20,19,5,4,20,20
820,20,12,18,20,20,20,9,7,20,20
821,20,4,6,15,20,15,2,1,2,8
822,20,16,20,20,20,20,19,11,20,20
823,20,2,10,20,20,18,5,3,20,20
824,20,2,9,20,20,18,5,4,20,20
825,20,18,20,20,20,20,20,11,20,20
826,20,1,9,20,20,20,3,0,9,19
827,20,2,10,20,20,19,5,3,20,20
828,20,16,20,20,20,20,16,10,20,20
829,20,16,20,20,20,20,17,11,20,20
830,20,16,20,20,20,20,17,11,20,20
831,20,16,20,20,20,20,17,11,20,20
832,20,1,9,20,20,20,3,0,9,20
833,20,1,9,20,20,20,3,0,9,20
834,20,18,20,20,20,20,18,11,20,20
835,20,14,20,20,20,20,11,9,20,20
836,20,18,20,20,20,20,18,11,20,20
837,20,16,20,20,20,20,16,11,20,20
838,20,18,20,20,20,20,16,11,20,20
839,20,19,20,20,20,20,20,13,20,20
840,20,1,9,20,20,20,3,0,9,19
841,20,10,16,20,20,20,8,6,8,20
842,20,17,20,20,20,20,20,14,20,20
843,20,19,20,20,20,20,18,10,20,20
844,20,17,20,20,20,20,20,14,20,20
845,20,18,20,20,20,20,18,10,20,20
846,20,1,9,20,20,20,3,0,9,16
847,20,10,19,20,20,20,9,6,20,20
848,20,16,20,20,20,20,20,13,20,20
849,20,18,20,20,20,20,20,12,20,20
850,20,17,20,20,20,20,17,11,20,20
851,20,18,20,20,20,20,20,13,20,20
852,20,15,20,20,20,20,17,11,20,20
853,20,14,20,20,20,20,13,10,20,20
854,20,18,20,20,20,20,19,13,20,20
855,20,13,20,20,20,20,11,8,20,20
856,20,8,16,20,20,20,8,5,20,20
857,20,17,20,20,20,20,18,12,20,20
858,20,15,20,20,20,20,16,11,20,20
859,20,15,20,20,20,20,16,11,20,20
860,20,15,20,20,20,20,16,11,20,20
861,20,15,20,20,20,20,16,11,20,20
862,20,17,20,20,20,20,18,12,20,20
863,20,18,16,20,20,20,9,7,20,20
864,20,15,20,20,20,20,18,11,20,20
865,20,18,12,20,20,20,9,4,17,20
866,20,17,20,20,20,20,20,14,20,20
867,20,17,20,20,20,20,19,12,20,20
